abiturient_id	add_time	id	name	true	ex	point	eduform_id	fintype_id
202100171	2021-07-02	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	68,72,84	1	1
202100171	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	68,72,84	1	1
202100171	2021-07-02	37	Специальные организационно-технические системы	0	Математика,Физика,Русский язык	68,72,84	1	1
202101967	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	62,40,54	1	1
202101967	2021-07-02	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	62,40,54	1	1
202100341	2021-07-02	6	Оптотехника	1	Математика,Физика,Русский язык	68,45,78	1	1
202100341	2021-07-02	11	Машиностроение	0	Математика,Физика,Русский язык	68,45,78	1	1
202100341	2021-07-02	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	68,45,78	1	1
202100341	2021-07-02	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	68,45,78	1	1
202100341	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	68,45,78	1	1
202101973	2021-07-02	24	Менеджмент	1	Математика,Обществознание,Русский язык	50,57,65	1	2
202101976	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	14,23,55	1	1
202101976	2021-07-02	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	14,23,55	1	1
202101976	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	14,23,55	1	1
202100562	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	72,64,82	1	1
202100562	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	72,64,82	1	1
202101285	2021-07-02	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	62,57,69	1	1
202101285	2021-07-02	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	62,57,69	1	1
202101285	2021-07-02	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	62,57,69	1	1
202101301	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	74,70,80	1	1
202101301	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	74,70,80	1	1
202101301	2021-07-02	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	74,70,80	1	1
202101301	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	74,70,80	1	1
202100880	2021-07-02	13	Прикладная механика	0	Математика,Физика,Русский язык	72,62,94	1	1
202100880	2021-07-02	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	72,62,94	1	1
202100880	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	1	Математика,Физика,Русский язык	72,62,94	1	1
202100880	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	72,62,94	1	1
202100880	2021-07-02	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	72,62,94	1	1
202101629	2021-07-02	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	72,76	1	1
202101629	2021-07-02	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	72,76	1	1
202101629	2021-07-02	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	72,76	1	1
202101629	2021-07-02	4	Радиотехника	0	Математика,Информатика и ИКТ,Русский язык	72,76	1	1
202101629	2021-07-02	7	Фотоника и оптоинформатика	0	Математика,Информатика и ИКТ,Русский язык	72,76	1	1
202101519	2021-07-02	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	80,58,57	1	1
202101519	2021-07-02	15	Конструкторско-технологическое обеспечение машиностроительных производств	0	Математика,Физика,Русский язык	80,58,57	1	1
202101519	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	80,58,57	1	1
202101519	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	1	Математика,Физика,Русский язык	80,58,57	1	1
202101519	2021-07-02	37	Специальные организационно-технические системы	0	Математика,Физика,Русский язык	80,58,57	1	1
202101916	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	1	Математика,Физика,Русский язык	78,83,98	1	1
202101916	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	78,83,98	1	1
202101916	2021-07-02	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	78,83,98	1	1
202101916	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	78,83,98	1	1
202101983	2021-07-02	24	Менеджмент	0	Математика,Обществознание,Русский язык	39,55,80	1	2
202101983	2021-07-02	25	Управление персоналом	0	Математика,Обществознание,Русский язык	39,55,80	1	2
202101983	2021-07-02	23	Экономика	0	Математика,Обществознание,Русский язык	39,55,80	1	2
202101984	2021-07-02	20	Двигатели летательных аппаратов	1	Математика,Физика,Русский язык	70,60,84	1	1
202101186	2021-07-02	5	Приборостроение	0	Математика,Физика,Русский язык	74,85,66	1	1
202101186	2021-07-02	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	74,85,66	1	1
202101186	2021-07-02	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	74,85,66	1	1
202101186	2021-07-02	6	Оптотехника	0	Математика,Физика,Русский язык	74,85,66	1	1
202101186	2021-07-02	9	Теплоэнергетика и теплотехника	0	Математика,Физика,Русский язык	74,85,66	1	1
202101978	2021-07-02	6	Оптотехника	0	Математика,Физика,Русский язык	62,58,78	1	1
202101978	2021-07-02	11	Машиностроение	0	Математика,Физика,Русский язык	62,58,78	1	1
202101978	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	62,58,78	1	1
202101334	2021-07-02	13	Прикладная механика	0	Математика,Физика,Русский язык	70,59,73	1	1
202101334	2021-07-02	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	70,59,73	1	1
202101334	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	70,59,73	1	1
202101334	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	70,59,73	1	1
202101501	2021-07-02	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	70,66,72	1	1
202101501	2021-07-02	33	Проектирование авиационных и ракетных двигателей	1	Математика,Физика,Русский язык	70,66,72	1	1
202101501	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	70,66,72	1	1
202100872	2021-07-02	18	Ракетные комплексы и космонавтика	1	Математика,Физика,Русский язык	76,66,67	1	1
202100872	2021-07-02	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	76,66,67	1	1
202100872	2021-07-02	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	76,66,67	1	1
202101229	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	45,47,84	1	1
202101229	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	45,47,84	1	1
202101309	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	62,74,92	1	1
202101800	2021-07-02	24	Менеджмент	0	Математика,Обществознание,Русский язык	45,62,55	1	2
202101800	2021-07-02	25	Управление персоналом	0	Математика,Обществознание,Русский язык	45,62,55	1	2
202101800	2021-07-02	23	Экономика	0	Математика,Обществознание,Русский язык	45,62,55	1	2
202101995	2021-07-02	23	Экономика	0	Математика,Обществознание,Русский язык	45,56,71	1	2
202101995	2021-07-02	24	Менеджмент	0	Математика,Обществознание,Русский язык	45,56,71	1	2
202101995	2021-07-02	25	Управление персоналом	0	Математика,Обществознание,Русский язык	45,56,71	1	2
202100754	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	45,51,71	1	1
202100754	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	45,51,71	1	1
202100754	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	45,51,71	1	2
202100754	2021-07-02	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	45,51,71	1	1
202100754	2021-07-02	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	45,51,71	1	2
202100754	2021-07-02	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	45,51,71	1	1
202100754	2021-07-02	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	45,51,71	1	2
202100754	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	45,51,71	1	2
202101057	2021-07-02	30	Боеприпасы и взрыватели	1	Математика,Физика,Русский язык	72,58,73	1	1
202101057	2021-07-02	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	72,58,73	1	1
202101057	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	72,58,73	1	1
202101057	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	72,58,73	1	1
202101057	2021-07-02	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	72,58,73	1	1
202101724	2021-07-02	24	Менеджмент	0	Математика,Обществознание,Русский язык	62,73,50	1	2
202101931	2021-07-02	38	Психология служебной деятельности	0	Математика,Биология,Русский язык	39,50,76	1	2
202101746	2021-07-02	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	70,58,60	1	1
202101746	2021-07-02	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	70,58,60	1	1
202101746	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	70,58,60	1	1
202102000	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	82,61,80	1	1
202102000	2021-07-02	9	Теплоэнергетика и теплотехника	0	Математика,Физика,Русский язык	82,61,80	1	1
202102000	2021-07-02	11	Машиностроение	0	Математика,Физика,Русский язык	82,61,80	1	1
202102000	2021-07-02	5	Приборостроение	1	Математика,Физика,Русский язык	82,61,80	1	1
202102000	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	82,61,80	1	1
202101160	2021-07-02	5	Приборостроение	0	Математика,Физика,Русский язык	72,55,72	1	1
202101160	2021-07-02	13	Прикладная механика	0	Математика,Физика,Русский язык	72,55,72	1	1
202101160	2021-07-02	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	72,55,72	1	1
202102007	2021-07-02	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	45,45,72	1	1
202102007	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	45,45,72	1	1
202102007	2021-07-02	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	45,45,72	1	1
202102007	2021-07-02	22	Управление в технических системах	0	Математика,Физика,Русский язык	45,45,72	1	1
202102007	2021-07-02	6	Оптотехника	0	Математика,Физика,Русский язык	45,45,72	1	1
202101681	2021-07-02	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	45,60,82	1	1
202101681	2021-07-02	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	45,60,82	1	1
202101681	2021-07-02	6	Оптотехника	0	Математика,Физика,Русский язык	45,60,82	1	1
202101681	2021-07-02	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	45,60,82	1	1
202101681	2021-07-02	21	Стандартизация и метрология	0	Математика,Физика,Русский язык	45,60,82	1	1
202101385	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	50,48,82	1	1
202101385	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	50,48,82	1	1
202101385	2021-07-02	13	Прикладная механика	0	Математика,Физика,Русский язык	50,48,82	1	1
202101385	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	50,48,82	1	1
202101385	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	50,48,82	1	1
202102012	2021-07-02	6	Оптотехника	0	Математика,Физика,Русский язык	70,52,71	1	1
202102012	2021-07-02	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	70,52,71	1	1
202102012	2021-07-02	30	Боеприпасы и взрыватели	1	Математика,Физика,Русский язык	70,52,71	1	1
202102012	2021-07-02	27	Радиоэлектронные системы и комплексы	0	Математика,Физика,Русский язык	70,52,71	1	1
202102012	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	70,52,71	1	1
202101369	2021-07-02	23	Экономика	0	Математика,Обществознание,Русский язык	74,49,61	1	2
202101369	2021-07-02	24	Менеджмент	0	Математика,Обществознание,Русский язык	74,49,61	1	2
202101369	2021-07-02	25	Управление персоналом	0	Математика,Обществознание,Русский язык	74,49,61	1	2
202101208	2021-07-02	6	Оптотехника	0	Математика,Физика,Русский язык	56,57,64	1	1
202101208	2021-07-02	5	Приборостроение	0	Математика,Физика,Русский язык	56,57,64	1	1
202101208	2021-07-02	37	Специальные организационно-технические системы	0	Математика,Физика,Русский язык	56,57,64	1	1
202101208	2021-07-02	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	56,57,64	1	1
202101208	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	56,57,64	1	1
202101669	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	68,54,67	1	1
202101669	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	68,54,67	1	1
202101669	2021-07-02	34	Навигационно-баллистическое обеспечение применения космической техники	0	Математика,Физика,Русский язык	68,54,67	1	1
202102020	2021-07-02	23	Экономика	0	Математика,Обществознание,Русский язык	39,64,78	1	2
202102020	2021-07-02	25	Управление персоналом	0	Математика,Обществознание,Русский язык	39,64,78	1	2
202101349	2021-07-02	9	Теплоэнергетика и теплотехника	0	Математика,Физика,Русский язык	45,47,59	1	1
202101349	2021-07-02	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	45,47,59	1	1
202101733	2021-07-02	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	84,52,84	1	1
202101733	2021-07-02	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	84,52,84	1	1
202101733	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	84,52,84	1	1
202101733	2021-07-02	27	Радиоэлектронные системы и комплексы	0	Математика,Физика,Русский язык	84,52,84	1	1
202101733	2021-07-02	15	Конструкторско-технологическое обеспечение машиностроительных производств	0	Математика,Физика,Русский язык	84,52,84	1	1
202101729	2021-07-02	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	45,48,84	1	1
202101729	2021-07-02	6	Оптотехника	0	Математика,Физика,Русский язык	45,48,84	1	1
202101266	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	84,81,80	1	1
202101266	2021-07-02	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	84,81,80	1	1
202101266	2021-07-02	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	84,81,80	1	1
202101266	2021-07-02	15	Конструкторско-технологическое обеспечение машиностроительных производств	0	Математика,Физика,Русский язык	84,81,80	1	1
202101266	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	84,81,80	1	1
202100467	2021-07-02	23	Экономика	1	Математика,Обществознание,Русский язык	72,55,73	1	2
202100467	2021-07-02	24	Менеджмент	0	Математика,Обществознание,Русский язык	72,55,73	1	2
202101378	2021-07-02	23	Экономика	0	Математика,Обществознание,Русский язык	39,49,65	1	2
202101378	2021-07-02	24	Менеджмент	0	Математика,Обществознание,Русский язык	39,49,65	1	2
202101378	2021-07-02	25	Управление персоналом	0	Математика,Обществознание,Русский язык	39,49,65	1	2
202101080	2021-07-02	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	50,0,57	1	1
202101080	2021-07-02	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	50,0,57	1	1
202101685	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	56,59,84	1	1
202101685	2021-07-02	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	56,59,84	1	1
202101685	2021-07-02	22	Управление в технических системах	0	Математика,Физика,Русский язык	56,59,84	1	1
202101636	2021-07-02	27	Радиоэлектронные системы и комплексы	0	Математика,Физика,Русский язык	68,53,73	1	1
202101636	2021-07-02	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	68,53,73	1	1
202101636	2021-07-02	30	Боеприпасы и взрыватели	1	Математика,Физика,Русский язык	68,53,73	1	1
202101636	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	68,53,73	1	1
202101636	2021-07-02	34	Навигационно-баллистическое обеспечение применения космической техники	0	Математика,Физика,Русский язык	68,53,73	1	1
202100013	2021-07-02	27	Радиоэлектронные системы и комплексы	1	Математика,Физика,Русский язык	70,67,76	1	1
202100013	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	70,67,76	1	1
202100013	2021-07-02	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	70,67,76	1	1
202101234	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	50,49,67	1	1
202101234	2021-07-02	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	50,49,67	1	1
202101234	2021-07-02	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	50,49,67	1	1
202101234	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	50,49,67	1	1
202101234	2021-07-02	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	50,49,67	1	1
202100738	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	92,85,69	1	1
202100738	2021-07-02	18	Ракетные комплексы и космонавтика	1	Математика,Физика,Русский язык	92,85,69	1	1
202100738	2021-07-02	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	92,85,69	1	1
202100738	2021-07-02	27	Радиоэлектронные системы и комплексы	0	Математика,Физика,Русский язык	92,85,69	1	1
202100738	2021-07-02	21	Стандартизация и метрология	0	Математика,Физика,Русский язык	92,85,69	1	1
202101695	2021-07-02	15	Конструкторско-технологическое обеспечение машиностроительных производств	0	Математика,Физика,Русский язык	76,59,76	1	1
202101695	2021-07-02	13	Прикладная механика	0	Математика,Физика,Русский язык	76,59,76	1	1
202101695	2021-07-02	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	76,59,76	1	1
202101695	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	76,59,76	1	1
202101695	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	76,59,76	1	1
202100937	2021-07-02	27	Радиоэлектронные системы и комплексы	0	Математика,Физика,Русский язык	45,45,73	1	1
202100937	2021-07-02	5	Приборостроение	0	Математика,Физика,Русский язык	45,45,73	1	1
202100937	2021-07-02	6	Оптотехника	0	Математика,Физика,Русский язык	45,45,73	1	1
202100937	2021-07-02	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	45,45,73	1	1
202100358	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	62,48,84	1	1
202100358	2021-07-02	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	62,48,84	1	1
202100358	2021-07-02	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	62,48,84	1	1
202100358	2021-07-02	11	Машиностроение	0	Математика,Физика,Русский язык	62,48,84	1	1
202100358	2021-07-02	15	Конструкторско-технологическое обеспечение машиностроительных производств	0	Математика,Физика,Русский язык	62,48,84	1	1
202101354	2021-07-02	23	Экономика	0	Математика,Обществознание,Русский язык	50,69,86	1	2
202101354	2021-07-02	24	Менеджмент	0	Математика,Обществознание,Русский язык	50,69,86	1	2
202101354	2021-07-02	25	Управление персоналом	1	Математика,Обществознание,Русский язык	50,69,86	1	2
202100820	2021-07-02	9	Теплоэнергетика и теплотехника	0	Математика,Физика,Русский язык	70,78,80	1	1
202100820	2021-07-02	13	Прикладная механика	0	Математика,Физика,Русский язык	70,78,80	1	1
202100820	2021-07-02	5	Приборостроение	0	Математика,Физика,Русский язык	70,78,80	1	1
202100820	2021-07-02	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	70,78,80	1	1
202100820	2021-07-02	6	Оптотехника	0	Математика,Физика,Русский язык	70,78,80	1	1
202100810	2021-07-02	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	82,81,92	1	1
202100810	2021-07-02	9	Теплоэнергетика и теплотехника	0	Математика,Физика,Русский язык	82,81,92	1	1
202100810	2021-07-02	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	82,81,92	1	1
202100810	2021-07-02	11	Машиностроение	0	Математика,Физика,Русский язык	82,81,92	1	1
202100810	2021-07-02	37	Специальные организационно-технические системы	0	Математика,Физика,Русский язык	82,81,92	1	1
202101045	2021-07-02	11	Машиностроение	0	Математика,Физика,Русский язык	56,81,82	1	1
202101045	2021-07-02	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	56,81,82	1	1
202101045	2021-07-02	13	Прикладная механика	0	Математика,Физика,Русский язык	56,81,82	1	1
202101409	2021-07-02	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	80,68,78	1	1
202101409	2021-07-02	9	Теплоэнергетика и теплотехника	0	Математика,Физика,Русский язык	80,68,78	1	1
202101409	2021-07-02	18	Ракетные комплексы и космонавтика	1	Математика,Физика,Русский язык	80,68,78	1	1
202101409	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	80,68,78	1	1
202101409	2021-07-02	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	80,68,78	1	1
202101566	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	62,59,82	1	1
202101566	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	62,59,82	1	1
202101566	2021-07-02	34	Навигационно-баллистическое обеспечение применения космической техники	1	Математика,Физика,Русский язык	62,59,82	1	1
202101566	2021-07-02	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	62,59,82	1	1
202101566	2021-07-02	27	Радиоэлектронные системы и комплексы	0	Математика,Физика,Русский язык	62,59,82	1	1
202101605	2021-07-02	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	56,54,65	1	1
202101537	2021-07-02	27	Радиоэлектронные системы и комплексы	0	Математика,Физика,Русский язык	72,57,84	1	1
202101537	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	72,57,84	1	1
202101537	2021-07-02	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	72,57,84	1	1
202101537	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	72,57,84	1	1
202101537	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	72,57,84	1	1
202101658	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	56,80,88	1	1
202101658	2021-07-02	34	Навигационно-баллистическое обеспечение применения космической техники	0	Математика,Физика,Русский язык	56,80,88	1	1
202101658	2021-07-02	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	56,80,88	1	1
202101658	2021-07-02	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	56,80,88	1	1
202102076	2021-07-02	9	Теплоэнергетика и теплотехника	0	Математика,Физика,Русский язык	80,64,80	1	1
202102076	2021-07-02	11	Машиностроение	0	Математика,Физика,Русский язык	80,64,80	1	1
202102076	2021-07-02	15	Конструкторско-технологическое обеспечение машиностроительных производств	0	Математика,Физика,Русский язык	80,64,80	1	1
202102076	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	80,64,80	1	1
202101388	2021-07-02	5	Приборостроение	0	Математика,Физика,Русский язык	72,68,94	1	1
202101388	2021-07-02	6	Оптотехника	0	Математика,Физика,Русский язык	72,68,94	1	1
202101388	2021-07-02	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	72,68,94	1	1
202101388	2021-07-02	11	Машиностроение	0	Математика,Физика,Русский язык	72,68,94	1	1
202101388	2021-07-02	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	72,68,94	1	1
202101574	2021-07-02	5	Приборостроение	0	Математика,Физика,Русский язык	72,64,78	1	1
202101574	2021-07-02	6	Оптотехника	0	Математика,Физика,Русский язык	72,64,78	1	1
202101574	2021-07-02	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	72,64,78	1	1
202101574	2021-07-02	22	Управление в технических системах	0	Математика,Физика,Русский язык	72,64,78	1	1
202101574	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	72,64,78	1	1
202101127	2021-07-02	21	Стандартизация и метрология	0	Математика,Физика,Русский язык	78,87,78	1	1
202101127	2021-07-02	22	Управление в технических системах	0	Математика,Физика,Русский язык	78,87,78	1	1
202101743	2021-07-02	39	Перевод и переводоведение	0	Иностранный язык,Обществознание,Русский язык	74,62,76	1	2
202101743	2021-07-02	62	Реклама и связи с общественностью	0	Русский язык,Обществознание,Иностранный язык	76,62,74	1	2
202101090	2021-07-02	18	Ракетные комплексы и космонавтика	1	Математика,Физика,Русский язык	78,72,90	1	1
202101090	2021-07-02	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	78,72,90	1	1
202101090	2021-07-02	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	78,72,90	1	1
202100437	2021-07-02	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	80,87,86	1	1
202100437	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	80,87,86	1	1
202100437	2021-07-02	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	80,87,86	1	1
202101990	2021-07-02	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	86,83,84	1	1
202101990	2021-07-02	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	86,83,84	1	1
202101990	2021-07-02	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	86,83,84	1	1
202101990	2021-07-02	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	86,83,84	1	1
202101990	2021-07-02	37	Специальные организационно-технические системы	0	Математика,Физика,Русский язык	86,83,84	1	1
202102080	2021-07-02	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	72,70,69	1	1
202102080	2021-07-02	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	72,70,69	1	1
202102080	2021-07-02	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	72,70,69	1	1
