abiturient_id,status,add_time,id,name,true,ex,point,eduform_id,fintype_id
202100946,0,2021-06-28,15,"Конструкторско-технологическое обеспечение машиностроительных производств",0,"Математика,Физика,Русский язык","50,52,56",1,1
202100946,0,2021-06-28,11,Машиностроение,0,"Математика,Физика,Русский язык","50,52,56",1,1
202100946,0,2021-06-28,22,"Управление в технических системах",0,"Математика,Физика,Русский язык","50,52,56",1,1
202100946,0,2021-06-28,21,"Стандартизация и метрология",0,"Математика,Физика,Русский язык","50,52,56",1,1
202100946,0,2021-06-28,5,Приборостроение,0,"Математика,Физика,Русский язык","50,52,56",1,1
202102012,1,2021-07-02,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","70,52,71",1,1
202102012,1,2021-07-02,27,"Радиоэлектронные системы и комплексы",0,"Математика,Физика,Русский язык","70,52,71",1,1
202102012,1,2021-07-02,30,"Боеприпасы и взрыватели",1,"Математика,Физика,Русский язык","70,52,71",1,1
202102012,1,2021-07-02,8,"Лазерная техника и лазерные технологии",0,"Математика,Физика,Русский язык","70,52,71",1,1
202102012,1,2021-07-02,6,Оптотехника,0,"Математика,Физика,Русский язык","70,52,71",1,1
202100113,1,2021-07-02,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","68,60,72",1,1
202100113,1,2021-07-02,8,"Лазерная техника и лазерные технологии",0,"Математика,Физика,Русский язык","68,60,72",1,1
202100445,1,2021-07-01,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","76,59,71",1,1
202100445,1,2021-07-01,5,Приборостроение,1,"Математика,Физика,Русский язык","76,59,71",1,1
202100445,1,2021-07-01,13,"Прикладная механика",0,"Математика,Физика,Русский язык","76,59,71",1,1
202101064,1,2021-07-04,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","56,57,80",1,1
202100102,0,2021-06-29,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","50,58,59",1,1
202100102,0,2021-06-29,37,"Специальные организационно-технические системы",0,"Математика,Физика,Русский язык","50,58,59",1,1
202100997,1,2021-06-28,15,"Конструкторско-технологическое обеспечение машиностроительных производств",1,"Математика,Физика,Русский язык","62,54,73",1,1
202100997,1,2021-06-28,13,"Прикладная механика",0,"Математика,Физика,Русский язык","62,54,73",1,1
202100997,1,2021-06-28,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","62,54,73",1,1
202100997,1,2021-06-28,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","62,54,73",1,1
202100997,1,2021-06-28,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","62,54,73",1,1
202101785,1,2021-07-03,22,"Управление в технических системах",0,"Математика,Физика,Русский язык","62,55,67",1,1
202101785,1,2021-07-03,19,"Баллистика и гидроаэродинамика",0,"Математика,Физика,Русский язык","62,55,67",1,1
202101785,1,2021-07-03,6,Оптотехника,0,"Математика,Физика,Русский язык","62,55,67",1,1
202101785,1,2021-07-03,30,"Боеприпасы и взрыватели",1,"Математика,Физика,Русский язык","62,55,67",1,1
202101785,1,2021-07-03,8,"Лазерная техника и лазерные технологии",0,"Математика,Физика,Русский язык","62,55,67",1,1
202100242,0,2021-07-04,37,"Специальные организационно-технические системы",0,"Математика,Физика,Русский язык","45,48,71",1,1
202100242,0,2021-07-04,34,"Навигационно-баллистическое обеспечение применения космической техники",0,"Математика,Физика,Русский язык","45,48,71",1,1
202100242,0,2021-07-04,19,"Баллистика и гидроаэродинамика",0,"Математика,Физика,Русский язык","45,48,71",1,1
202100242,0,2021-07-04,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","45,48,71",1,1
202100242,0,2021-07-04,6,Оптотехника,0,"Математика,Физика,Русский язык","45,48,71",1,1
202101525,1,2021-06-30,6,Оптотехника,0,"Математика,Физика,Русский язык","50,52,71",1,2
202101525,1,2021-06-30,11,Машиностроение,0,"Математика,Физика,Русский язык","50,52,71",1,2
202101525,1,2021-06-30,5,Приборостроение,0,"Математика,Физика,Русский язык","50,52,71",1,2
202101525,1,2021-06-30,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","50,52,71",1,2
202101525,1,2021-06-30,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","50,52,71",1,2
202101525,1,2021-06-30,6,Оптотехника,0,"Математика,Физика,Русский язык","50,52,71",1,1
202101525,1,2021-06-30,11,Машиностроение,0,"Математика,Физика,Русский язык","50,52,71",1,1
202101525,1,2021-06-30,5,Приборостроение,0,"Математика,Физика,Русский язык","50,52,71",1,1
202101525,1,2021-06-30,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","50,52,71",1,1
202101525,1,2021-06-30,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","50,52,71",1,1
202100158,1,2021-07-01,16,"Мехатроника и робототехника",0,"Математика,Физика,Русский язык","50,51,85",1,2
202100158,1,2021-07-01,13,"Прикладная механика",0,"Математика,Физика,Русский язык","50,51,85",1,2
202100158,1,2021-07-01,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","50,51,85",1,2
202100158,1,2021-07-01,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","50,51,85",1,2
202100158,1,2021-07-01,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","50,51,85",1,2
202100158,1,2021-07-01,16,"Мехатроника и робототехника",0,"Математика,Физика,Русский язык","50,51,85",1,1
202100158,1,2021-07-01,13,"Прикладная механика",0,"Математика,Физика,Русский язык","50,51,85",1,1
202100158,1,2021-07-01,12,"Технологические машины и оборудование",1,"Математика,Физика,Русский язык","50,51,85",1,1
202100158,1,2021-07-01,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","50,51,85",1,1
202100158,1,2021-07-01,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","50,51,85",1,1
202102035,1,2021-07-04,21,"Стандартизация и метрология",0,"Математика,Физика,Русский язык","72,72,72",1,1
202102035,1,2021-07-04,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","72,72,72",1,1
202102035,1,2021-07-04,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","72,72,72",1,1
202102035,1,2021-07-04,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","72,72,72",1,1
202102035,1,2021-07-04,18,"Ракетные комплексы и космонавтика",1,"Математика,Физика,Русский язык","72,72,72",1,1
202101460,1,2021-07-01,5,Приборостроение,0,"Математика,Физика,Русский язык","56,48,82",1,1
202101460,1,2021-07-01,6,Оптотехника,0,"Математика,Физика,Русский язык","56,48,82",1,1
202101460,1,2021-07-01,27,"Радиоэлектронные системы и комплексы",0,"Математика,Физика,Русский язык","56,48,82",1,1
202101460,1,2021-07-01,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","56,48,82",1,1
202100854,1,2021-07-04,15,"Конструкторско-технологическое обеспечение машиностроительных производств",0,"Математика,Физика,Русский язык","68,58,78",1,1
202100854,1,2021-07-04,27,"Радиоэлектронные системы и комплексы",1,"Математика,Физика,Русский язык","68,58,78",1,1
202100854,1,2021-07-04,5,Приборостроение,0,"Математика,Физика,Русский язык","68,58,78",1,1
202100718,1,2021-06-25,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","62,66,69",1,2
202100718,1,2021-06-25,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","62,66,69",1,1
202100718,1,2021-06-25,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","62,66,69",1,2
202100718,1,2021-06-25,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","62,66,69",1,1
202100718,1,2021-06-25,5,Приборостроение,0,"Математика,Физика,Русский язык","62,66,69",1,2
202100718,1,2021-06-25,5,Приборостроение,1,"Математика,Физика,Русский язык","62,66,69",1,1
202100718,1,2021-06-25,22,"Управление в технических системах",0,"Математика,Физика,Русский язык","62,66,69",1,2
202100718,1,2021-06-25,22,"Управление в технических системах",0,"Математика,Физика,Русский язык","62,66,69",1,1
202100718,1,2021-06-25,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","62,66,69",1,2
202100718,1,2021-06-25,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","62,66,69",1,1
202101174,1,2021-06-29,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","80,66,90",1,1
202101174,1,2021-06-29,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","80,66,90",1,1
202101174,1,2021-06-29,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",1,"Математика,Физика,Русский язык","80,66,90",1,1
202101174,1,2021-06-29,34,"Навигационно-баллистическое обеспечение применения космической техники",0,"Математика,Физика,Русский язык","80,66,90",1,1
202101913,1,2021-07-03,1,"Информатика и вычислительная техника",0,"Математика,Информатика и ИКТ,Русский язык","70,80,82",1,2
202101913,1,2021-07-03,2,"Информационные системы и технологии",0,"Математика,Информатика и ИКТ,Русский язык","70,80,82",1,2
202101913,1,2021-07-03,1,"Информатика и вычислительная техника",0,"Математика,Информатика и ИКТ,Русский язык","70,80,82",1,1
202101913,1,2021-07-03,2,"Информационные системы и технологии",0,"Математика,Информатика и ИКТ,Русский язык","70,80,82",1,1
202101913,1,2021-07-03,3,"Программная инженерия",0,"Математика,Информатика и ИКТ,Русский язык","70,80,82",1,2
202101913,1,2021-07-03,3,"Программная инженерия",0,"Математика,Информатика и ИКТ,Русский язык","70,80,82",1,1
202100261,1,2021-06-28,5,Приборостроение,0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,1,2021-06-28,5,Приборостроение,0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,1,2021-06-28,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,1,2021-06-28,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,1,2021-06-28,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,1,2021-06-28,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,1,2021-06-28,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,1,2021-06-28,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,1,2021-06-28,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",1,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,1,2021-06-28,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","68,46,78",1,1
202102080,1,2021-07-02,2,"Информационные системы и технологии",0,"Математика,Информатика и ИКТ,Русский язык","72,70,69",1,2
202102080,1,2021-07-02,1,"Информатика и вычислительная техника",1,"Математика,Информатика и ИКТ,Русский язык","72,70,69",1,2
202102080,1,2021-07-02,3,"Программная инженерия",0,"Математика,Информатика и ИКТ,Русский язык","72,70,69",1,1
202102080,1,2021-07-02,2,"Информационные системы и технологии",0,"Математика,Информатика и ИКТ,Русский язык","72,70,69",1,1
202102080,1,2021-07-02,1,"Информатика и вычислительная техника",0,"Математика,Информатика и ИКТ,Русский язык","72,70,69",1,1
202102161,1,2021-07-03,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","56,49,76",1,2
202102161,1,2021-07-03,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","56,49,76",1,2
202102161,1,2021-07-03,5,Приборостроение,0,"Математика,Физика,Русский язык","56,49,76",1,2
202102161,1,2021-07-03,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","56,49,76",1,2
202102161,1,2021-07-03,13,"Прикладная механика",1,"Математика,Физика,Русский язык","56,49,76",1,2
202102161,1,2021-07-03,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","56,49,76",1,1
202102161,1,2021-07-03,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","56,49,76",1,1
202102161,1,2021-07-03,5,Приборостроение,0,"Математика,Физика,Русский язык","56,49,76",1,1
202102161,1,2021-07-03,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","56,49,76",1,1
202102161,1,2021-07-03,13,"Прикладная механика",0,"Математика,Физика,Русский язык","56,49,76",1,1
202100581,1,2021-07-01,3,"Программная инженерия",1,"Математика,Информатика и ИКТ,Русский язык","82,50,94",1,2
202100077,0,2021-06-16,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","45,14,59",1,1
202100077,0,2021-06-16,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","45,14,59",1,1
202100223,1,2021-07-03,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","56,41,71",1,2
202100223,1,2021-06-30,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","56,41,71",1,1
202100690,1,2021-06-26,8,"Лазерная техника и лазерные технологии",0,"Математика,Физика,Русский язык","70,53,71",1,2
202100690,1,2021-06-26,8,"Лазерная техника и лазерные технологии",0,"Математика,Физика,Русский язык","70,53,71",1,1
202100690,1,2021-06-26,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","70,53,71",1,2
202100690,1,2021-06-26,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","70,53,71",1,1
202100690,1,2021-06-26,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","70,53,71",1,2
202100690,1,2021-06-26,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","70,53,71",1,1
202100690,1,2021-06-26,37,"Специальные организационно-технические системы",0,"Математика,Физика,Русский язык","70,53,71",1,2
202100690,1,2021-06-26,37,"Специальные организационно-технические системы",0,"Математика,Физика,Русский язык","70,53,71",1,1
202100690,1,2021-06-26,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",1,"Математика,Физика,Русский язык","70,53,71",1,2
202100690,1,2021-06-26,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","70,53,71",1,1
202101017,1,2021-06-28,17,"Техносферная безопасность",0,"Математика,Информатика и ИКТ,Русский язык","84,50,50",2,2
202101017,1,2021-06-28,3,"Программная инженерия",0,"Математика,Информатика и ИКТ,Русский язык","84,50,50",2,2
